movieId,title,genres,year
136499,Pablo Francisco: They Put it Out There,Comedy,2011
261835,"Poirot: ""The Labours of Hercules""",Crime|Drama|Mystery,2013
227981,Planet Earth,Sci-Fi,1974
260069,Dirty Driving: Thundercars Of Indiana,(no genres listed),2008
131108,The Fearless Four,(no genres listed),1997
259673,Night of the Hunter,Thriller,1991
221296,Last and First Men,Documentary,2020
277654,Tomorrow's Weather,Comedy|Drama,2003
5192,"Island, The",Adventure|Horror|Thriller,1980
245508,The Boys of Paul Street,Children,1969
2024,"Rapture, The",Drama|Mystery,1991
79363,Music in the Air,Comedy|Musical|Romance,1934
60393,Transylvania,Drama,2006
202729,Sunday,(no genres listed),1961
286833,Beautiful Disaster,Comedy|Drama|Romance,2023
115386,Charlie Chan's Chance,Mystery,1932
281244,Where's Mama?,Animation,1960
243992,Boo,Horror,2005
4502,Ernest Saves Christmas,Children|Comedy,1988
164528,A Brand New Life,Drama,2009
140495,The Shadow Strikes,Mystery,1937
188263,Two Soldiers,Comedy|Drama|Romance|War,1943
3051,Anywhere But Here,Comedy|Drama,1999
218059,"Hissein Habré, A Chadian Tragedy",Documentary,2016
33397,300 Miles to Heaven (300 Mil do Nieba),Drama,1989
111560,Affectionately Yours,Comedy|Romance,1941
189483,Cannon Fodder,Animation,1995
205497,Mother Krampus,Horror,2017
205098,Distances,Comedy|Drama,2018
129524,Je m'appelle Elisabeth,(no genres listed),2006
265702,As Gouda as It Gets,Comedy|Romance,2021
133065,From Hell to Victory,Action|War,1979
5562,Snipes,Drama|Thriller,2001
2110,Dead Men Don't Wear Plaid,Comedy|Crime|Thriller,1982
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)",Drama,1993
172847,Strayed,Thriller,2009
184961,In Search of Dr. Seuss,Animation|Children|Comedy,1994
49902,"Decameron, The (Decameron, Il)",Comedy|Drama,1971
3624,Shanghai Noon,Action|Adventure|Comedy|Western,2000
189637,A Single Life,Animation,2014
210987,Elegy to the Visitor from the Revolution,Drama,2011
245416,Duck Soup,Comedy,1927
2263,"Seventh Sign, The",Drama|Fantasy|Thriller,1988
182751,Wat Mannen Willen,Comedy|Romance,2015
131276,Hotline,(no genres listed),1982
192503,Thunder Road,Comedy|Drama,2018
6317,Cartouche,Action|Adventure|Comedy|Drama,1962
83227,L.627,Crime|Drama|Thriller,1992
97177,Colin Quinn: Long Story Short,Comedy,2011
125245,The Great Rupert,Children|Comedy,1950
5407,"Bûche, La",Comedy|Drama,1999
175099,Amelia's 25th,Comedy|Romance,2013
55681,Valhalla,Adventure|Animation|Children|Fantasy,1986
3590,"Lords of Flatbush, The",Comedy|Drama,1974
257709,The Old Ways,Fantasy|Horror,2020
210073,Pay Day,Comedy,1922
171921,Battlefield Death Tales,Horror|War,2012
144838,Million Dollar Baby,Comedy|Romance,1941
25742,Destiny (a.k.a. Between Two Worlds) (Der müde Tod),Fantasy,1921
85056,I Am Number Four,Action|Sci-Fi|Thriller|IMAX,2011
44709,Akeelah and the Bee,Drama,2006
203811,The Tattooed Stranger,Crime|Drama,1950
151457,Bad Boys,(no genres listed),1961
114396,Cesar Chavez,Drama,2014
200912,Maigret and the St. Fiacre Case,Crime|Drama|Mystery|Thriller,1959
196201,Девочки,(no genres listed),NA
129887,Moving Alan,(no genres listed),NA
207093,Walt Disney,Documentary,2015
167492,Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,Documentary,2016
73370,"Thorn Birds, The",Drama|Romance,1983
43419,Bandidas,Action|Comedy|Crime|Western,2006
82356,Boy Interrupted,Documentary,2008
166175,Tanner '88,(no genres listed),1988
112330,Bitch Hug (Bitchkram),Drama,2012
289679,Scenes from Allen's Last Three Days on Earth as a Spirit,Documentary,1997
239578,Braille,Action,2011
83531,"Two of Us, The (Le vieil homme et l'enfant)",Comedy|Drama,1967
26825,Josh and S.A.M.,Adventure|Comedy|Drama,1993
231251,Amy & Isabelle,Drama,2001
166988,Overdose,Drama,1983
270070,Charli XCX: Alone Together,Documentary,2021
180971,The Meateater,Horror,1979
142731,Stolen Identity,Action|Crime|Drama|Mystery|Thriller,1953
59129,Outpost,Action|Horror,2008
2629,"Love Letter, The",Comedy|Romance,1999
187199,Devil You Know,Mystery|Thriller,2013
1081,Victor/Victoria,Comedy|Musical|Romance,1982
5861,Tales of Ordinary Madness (Storie di Ordinaria Follia),Drama,1981
188851,Chandrettan Evideya,Children|Comedy|Drama,2015
114072,Cheech and Chong's Animated Movie,Animation|Comedy,2013
105448,Eros (Men and Women) (Noite Vazia),Drama,1964
178343,Mary's Land,Comedy|Documentary|Drama|Mystery,2013
168506,The Greatest Man in Siam,Animation,1944
289139,Kaze to Ki no Uta Sanctus: Sei Naru Kana,Animation|Drama|Romance,1987
220290,It Couldn't Happen Here,(no genres listed),1988
124889,The Adventures of Tom Thumb & Thumbelina,Animation,2002
478,Jimmy Hollywood,Comedy|Crime|Drama,1994
226512,The Snake Girl and the Silver-Haired Witch,Horror|Mystery|Thriller,1968
172137,Pioneer Heroes,Drama,2015
166544,A Kind of Murder,Thriller,2016
151900,Arrowhead,Action|Adventure|Mystery|Sci-Fi,2015
142612,"Give 'em Hell, Harry!",(no genres listed),1975
155162,Jack and the Beanstalk,Adventure|Children|Fantasy,1902
151341,Silvio Forever,(no genres listed),2011
156210,Sugar,Drama|Romance,2004
176603,The Snowman,Crime|Thriller,2017
213606,Brothers in Blood: The Lions of Sabi Sand,Documentary,2015
243232,A Very British Psycho,Documentary,1997
197851,Greedy Humpty Dumpty,(no genres listed),1936
275489,Goopy Geer,Animation|Comedy,1932
207365,Guidable - The Real History of Ratos de Porão,Documentary,2008
97540,"Visiteurs du soir, Les (Devil's Envoys, The)",Drama|Fantasy|Romance,1942
285581,The Blackwell Ghost 6,Drama|Horror,2022
281296,The Rust,Drama,2021
269804,Stolen Glory,Comedy,1912
136455,Iron Man & Captain America: Heroes United,Action|Adventure|Animation,2014
246634,Oh My God,Comedy,2015
157170,Eat My Dust,Action,1976
6652,Joe Kidd,Western,1972
277432,The Chaos Class Welcome,Comedy,2004
289519,Kamikazen (Ultima notte a Milano),Comedy,1988
232593,Christmas on the Vine,Romance,2020
62644,"Wave, The (Welle, Die)",Drama,2008
1026,So Dear to My Heart,Children|Drama,1949
199892,The Three Heroes: The Heiress to the Throne,Animation|Children,2018
286753,Cold War,Animation,1951
150425,Lana: Queen of the Amazons,Adventure,1964
87053,Zoo in Budapest,Drama|Romance,1933
4495,Crossing Delancey,Comedy|Romance,1988
155525,All the Love You Cannes!,Documentary,2002
134095,My Love,Animation|Drama,2006
71178,Street of Shame (Akasen chitai),Drama,1956
146437,San Francisco 2.0,Documentary,2015
291495,Carry on Jatta 3,Comedy|Drama,2023
235927,One Life at a Time,Drama,2020
8971,Veer Zaara,Drama|Musical|Romance,2004
157278,The Sixties,(no genres listed),2013
202819,The Merry Wives of Windsor,Comedy,1982
179623,Die zertanzten Schuhe,Children|Fantasy,2011
128723,James Dean,Drama,2001
225884,Slow Video,Comedy|Drama,2014
139064,Gang of Four,Adventure|Drama|Mystery,1989
163601,The Work and the Glory II: American Zion,Drama,2005
128544,Hits,(no genres listed),2014
289071,Curtain Call,Comedy,1940
166926,Carne de horca,(no genres listed),1953
206710,Spider in the Web,Thriller,2019
198171,Celluloid,Drama|Thriller,2014
189017,Stone,Action|Crime|Thriller,1974
156615,Silent Retreat,Horror|Mystery|Thriller,2013
277856,See How They Run,Comedy|Crime|Mystery,2022
244414,Never Ever,Drama,2016
52108,It's Impossible to Learn to Plow by Reading Books,Drama,1988
261437,About an Age,Drama,2018
281792,Canvas,Animation|Horror,2021
157198,Macross Frontier: The Wings of Goodbye,Action|Animation|Romance,2011
141793,Women of the World,Documentary,1963
73914,Sometimes a Great Notion,Action|Adventure|Drama,1970
83430,Fool N Final,Action|Comedy|Romance,2007
268928,Ratboy,Comedy|Crime|Drama,1986
276531,Take the Night,Crime|Thriller,2022
158761,Super Juice Me!,Documentary,2014
282119,Kalev,Drama,2022
245288,Sometime Other Than Now,Drama,2021
153104,Une femme d'extérieur,(no genres listed),2000
53123,Once,Drama|Musical|Romance,2006
163352,Variety Girl,Comedy,1947
124083,Honolulu,Comedy|Romance,1939
85275,Uncounted: The New Math of American Elections,Documentary,2008
211127,The Ninth Precinct,Crime|Fantasy|Thriller,2019
220598,Kathy Griffin: Everybody Can Suck It,Comedy,2007
173139,The Bad Batch,Horror|Romance|Thriller,2017
144962,Phantom Boy,Adventure|Animation|Children,2015
5353,Butterflies Are Free,Comedy|Drama,1972
120118,The Forest,Drama|Fantasy,2012
272491,General Report,Documentary,1977
286787,Kindering,(no genres listed),1987
86880,Pirates of the Caribbean: On Stranger Tides,Action|Adventure|Fantasy|IMAX,2011
120952,Filly Brown,Drama,2012
151461,Fitoor,(no genres listed),2016
251996,Possibly in Michigan,Horror,1983
257703,Nineties,Comedy,1992
198819,Friends: Naki on Monster Island,Animation|Children|Comedy,2011
46065,Ice Bound,Drama,2003
124727,Just for Kicks,Documentary,2005
119948,Let's Kill Ward's Wife,Comedy,2014
205935,Girl Slaves of Morgana Le Fay,Drama|Fantasy,1971
126779,Grandmother,Drama,2010
281290,A Big Fat Family Christmas,Comedy|Drama|Romance,2022
171347,The Sisters,Drama|Horror,2005
224591,Last Shot,Drama,2020
190583,Goa,Comedy|Romance,2010
4530,Permanent Record,Drama,1988
127323,Vice,Action|Adventure|Sci-Fi|Thriller,2015
214900,Theatre of War,Documentary,2018
3932,"Invisible Man, The",Horror|Sci-Fi,1933
244530,Pagglait,Comedy|Drama,2021
106057,Wind with the Gone (El viento se llevó lo qué),Comedy|Drama,1998
260009,Incision,Horror,2020
135935,Herman U.S.A.,(no genres listed),2001
167886,The Phantom,Action,1943
60032,Hounddog,Drama,2007
238824,Backyard Blockbusters,Documentary,2012
208441,Pig Hag,Drama,2019
174051,Photographer,Comedy|Drama,2015
186239,Road Movie,Drama,1974
189845,National Theatre Live: The Curious Incident of the Dog in the Night-Time,(no genres listed),2012
1186,"Sex, Lies, and Videotape",Drama,1989
137855,Terraces,(no genres listed),1977
132796,San Andreas,Action|Drama|Thriller,2015
208643,William,Drama|Sci-Fi,2019
175423,Sunstroke,Drama,2014
162956,Kiss Kiss (Bang Bang),Action|Crime,2001
179263,Fidgety Bram,Children|Comedy,2012
6349,Breakin',Drama|Musical,1984
261039,"Barbie: Big City, Big Dreams",Animation|Children,2021
280472,Mili,Thriller,2022
6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin),Documentary,2002
158330,The Secret Diaries of Miss Anne Lister,Children|Drama,2010
198561,Eine Nacht in Venedig,(no genres listed),1974
205753,Meet Me in the Dream: Wonderland,(no genres listed),1996
159522,Peccati in famiglia,(no genres listed),1975
188087,Nepoddayushchiyesya,Comedy,1959
152731,Los Hermanos Del Hierro,Adventure|Drama|Western,1961
99607,Immaculate Conception of Little Dizzle,Comedy,2009
159032,Noon Sunday,Drama,1970
271783,Wanderers of the Desert,Drama,1984
49200,"Foreign Affair, A",Comedy|Drama|Romance,1948
174115,Jupiter's Thunderballs,Comedy|Fantasy,1903
262369,Attica,Documentary,2021
110752,Mondo Hollywood,Documentary,1967
167972,The Secret of Arkandias,Adventure|Comedy|Fantasy,2014
140910,Nene,Drama,1977
168526,Prime Mover,(no genres listed),2009
236371,Ursa Minor Blue,Adventure|Animation|Fantasy,1993
129512,Teen Spirit,Comedy,2007
268918,Ghetto Swedish,Drama,2015
248242,Anuradha,Children|Drama|Romance,1960
181067,"¡Bruja, más que bruja!",Comedy|Crime|Drama|Romance,1976
203633,The Bribe,Comedy|Crime,2018
113394,"Pretty One, The",Comedy|Drama,2013
128596,Let My Puppets Come,Comedy,1976
203318,Waterloo po česku,(no genres listed),2003
157891,Lust for a Vampire,Horror,1971
245692,Demons from Her Past,Crime|Drama|Mystery,2007
201114,The House on Tombstone Hill,Horror,1989
220886,Rosie,Drama,2013
207505,Nightmares,Drama,1979
283427,Mira,Adventure|Children|Drama|Sci-Fi,2022
263287,"If I Can’t Have Love, I Want Power",Fantasy,2021
268992,"Next Stop, Christmas",Drama|Fantasy|Romance,2021
6188,Old School,Comedy,2003
5633,Heaven,Drama,2002
27740,Blind Shaft (Mang jing),Drama,2003
251582,All-American Murder,Mystery|Romance|Thriller,1991
170807,Dance to Death,Action|Fantasy,2017
278412,Aadi,Action|Drama,2002
281036,Anjelah Johnson: Mahalo & Goodnight,Comedy,2017
205679,Our Homeland,Drama,2012
280376,Milano '83,Documentary,1983
142959,Spicy Love Soup,(no genres listed),1997
250362,Censor,Horror,2021
48381,"Assault, The (Aanslag, De)",Drama|Romance|War,1986
8463,Johnny Belinda,Drama,1948
203595,Gaijin: A Brazilian Odyssey,Drama,1980
258235,All of Us,Comedy|Drama,2020
4459,Alaska: Spirit of the Wild,Documentary|IMAX,1997
3957,Billy Jack,Action|Drama,1971
41912,Slim Susie (Smala Sussie),Comedy|Crime|Mystery,2003
216999,The Elephant and the Butterfly,Children|Drama,2017
287347,The Weavers: Wasn't That a Time,Documentary,1982
136952,Monster Brawl,Comedy|Horror,2011
5208,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane)",Drama|War,1980
213533,The Burnt Orange Heresy,Drama|Mystery|Thriller,2020
220900,Body Electric,Drama,2017
205585,It's a Fairy!,Comedy,2016
212014,Chasing Happiness,Documentary,2019
98162,Babbitt,Drama,1934
206447,Classic Albums: Lou Reed - Transformer,Documentary,2001
25741,"Phantom Carriage, The (Körkarlen)",Drama,1921
186463,Home of the Giants,Crime|Drama,2007
220584,Kathy Griffin: Straight to Hell,Comedy,2007
170887,Scoop!,Mystery,2016
1066,Shall We Dance,Comedy|Musical|Romance,1937
221380,Campus Confidential,Children|Comedy,2005
8612,Lassie Come Home,Adventure|Children|Drama,1943
270430,The Golden Chance,Drama,1915
130048,Dracula in Pakistan,Crime|Drama|Horror,1967
199097,Amphetamine,Drama,2010
114400,Chain Lightning,Action|Drama,1950
189643,The Cakemaker,Drama,2017
136760,Sherman's Way,Comedy|Documentary,2008
269496,What Makes Women Laugh?,Comedy|Romance,1997
215159,Dark Light,Horror|Sci-Fi|Thriller,2019
288917,Dr Jason Leong: Ride with Caution,Comedy,2023
119303,The Walking Stick,Crime|Drama|Romance,1970
174835,Grimm,Adventure|Comedy|Drama,2003
142723,Rock Rock Rock!,(no genres listed),1956
262999,Spaceship To The Unknown,Sci-Fi,1966
34416,Let's Get Lost,Documentary|Musical,1988
138316,The Father and the Foreigner,(no genres listed),2010
3028,"Taming of the Shrew, The",Comedy,1967
102245,Small Apartments,Comedy|Crime|Drama,2012
80354,Men in the City (Männerherzen),Comedy,2009
289171,Reinventing Elvis: The 68' Comeback,Documentary,2023
199840,Genesis,Animation|Comedy,1968
267652,Cross Country Christmas,Romance,2020
2756,Wanted: Dead or Alive,Action,1987
7644,Divorce Iranian Style,Documentary,1998
7407,Africa Screams,Adventure|Comedy,1949
179517,The Horse Dancer,Romance,2017
148087,The Life and Times of Grizzly Adams,Adventure|Children|Western,1974
156204,Side Show,Comedy,1931
112697,After Tonight,Drama|Romance|War,1933
60684,Watchmen,Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,2009
170957,Cars 3,Adventure|Animation|Comedy,2017
252882,Middle Class Melodies,Comedy|Drama|Romance,2020
183375,Three Heroes and the Princess of Egypt,(no genres listed),2017
84252,Back Street,Drama,1961
103661,United,Drama,2011
114535,Rovaniemen markkinoilla,Comedy|Musical,1951
262,"Little Princess, A",Children|Drama,1995
255863,Standoff,Crime,2020
91191,À l'aventure,Drama,2008
243414,My Dad's a Soccer Mom,Children|Comedy|Drama,2014
123359,My Way,Drama,2012
169010,The Swimmers,Horror,2014
1307,When Harry Met Sally...,Comedy|Romance,1989
216953,The Devil's Business,Horror,2012
211570,Chiara e Francesco,Documentary,2007
146680,Deadbeat at Dawn,Action|Crime|Thriller,1988
7311,"Goodbye, Mr. Chips",Drama|Romance,1939
152039,The Image Revolution,Documentary,2013
194833,Effedia - Sulla mia cattiva strada,Documentary,2008
5,Father of the Bride Part II,Comedy,1995
217661,Backstabbed,Thriller,2016
177947,Tattoo,Drama|Thriller,1966
223832,Saving Flora,Adventure|Children|Drama,2018
128193,Greetings from Tim Buckley,(no genres listed),2013
153080,Dopo quella notte,Drama,2010
94041,Appropriate Adult,Drama,2011
211568,Nuts for love,Drama|Romance,2000
5176,Luminarias,Comedy|Romance,2000
113659,Assassination,Drama|Thriller,1967
86856,To the Shores of Tripoli,Drama|Romance|War,1942
51088,Reno 911!: Miami,Comedy,2007
169036,Peter and the Farm,Documentary,2016
732,Original Gangstas,Crime,1996
47477,Good News,Comedy|Musical|Romance,1947
3101,Fatal Attraction,Drama|Thriller,1987
184599,The Houses October Built 2,Horror,2017
168782,Onus,Drama|Mystery|Thriller,2016
208223,Escher: Journey into Infinity,Documentary,2018
143785,Sesso E Volentieri,Comedy,1982
243734,Before Your Time,Children,2017
128727,Bizarre,(no genres listed),2015
280566,Frank and Penelope,Crime|Horror|Thriller,2022
287591,You Hurt My Feelings,Comedy|Drama,2023
246648,Notes on an American Film Director at Work,Documentary,2008
167334,Barry,Drama,2016
129824,Buffalo Rider,Adventure|Western,1978
27530,My Wife Is a Gangster (Jopog manura),Action|Comedy|Romance,2001
548,Terminal Velocity,Action|Mystery|Thriller,1994
276927,News from the Good Lord,(no genres listed),1996
204736,The Bloody Brood,Crime|Drama|Thriller,1959
174889,"Accidental Courtesy: Daryl Davis, Race & America",Documentary,2016
127068,The Castle of Fu Manchu,Action|Crime|Horror,1969
179367,The Attacks Of 26-11,Crime|Drama|War,2013
140890,Holiday,Drama,2014
166189,The Standoff,Comedy,2016
131828,Doug Benson: Doug Dynasty,Comedy,2014
201240,The Brink,Documentary,2019
180725,Laughing Gravy,Comedy,1931
166954,Under the Sea 3D,Documentary,2009
140451,Black Scorpion,Action|Sci-Fi,1995
4650,Relentless,Thriller,1989
260187,Wedding Every Weekend,Comedy|Romance,2020
189563,Birth of Civilization,Documentary,2007
285911,Nezouh,Drama,2023
249860,"Magdalena, Possessed by the Devil",Horror,1974
153234,Toy Reanimator,Fantasy|Sci-Fi,2002
68028,What Doesn't Kill You,Crime|Drama,2008
91309,Applause (Applaus),Drama,2009
279852,I Love My Mum,Comedy,2019
135627,Debug,Horror|Sci-Fi,2014
159395,Atlantic Rhapsody,Comedy|Drama,1990
25994,Salt of the Earth,Drama,1954
158599,Ivko's Feast,Comedy,2005
2511,"Long Goodbye, The",Crime|Film-Noir,1973
196921,Alien Boy: The Life and Death of James Chasse,Documentary,2013
169574,Lisa Lampanelli: Back to the Drawing Board,Comedy,2015
284999,Freibad,Comedy,2022
3270,"Cutting Edge, The",Comedy|Drama|Romance,1992
154376,Der Kronzeuge,(no genres listed),2007
239494,King Dick,Animation,1973
116513,'Master Harold' ... And the Boys,Drama,2010
185635,My Enemy's Enemy,Documentary,2007
155822,The Taiwan Oyster,Drama,2012
117662,Easy Living,Drama,1949
196223,Hellboy,Action|Adventure|Fantasy,2019
188179,My Perfect Romance,Romance,2018
111852,Generation Iron,Documentary,2013
219408,The Devil and the Statue,Drama|Fantasy|Horror|Romance,1901
202489,Wings of Life,Documentary,2011
212989,#Iamhere,Comedy|Romance,2020
283537,Beck 35 - Flesh & Blood,Crime|Drama|Mystery|Thriller,2018
187951,Father of Lights,Documentary,2012
57970,U2 3D,Documentary|IMAX,2007
170735,X: The Unheard Music,Documentary,1986
78629,"Man There Was, A (Terje Vigen)",Drama,1917
247164,Pungo a Witch's Tale,(no genres listed),2019
215033,"Come Here, Mukhtar!",Drama|Mystery,1964
204692,In the Tall Grass,Drama|Horror|Thriller,NA
8502,Show Boat,Drama|Musical|Romance,1951
99899,Marked for Murder (1993),Action|Drama,NA
70964,Witch Hunt,Documentary,2008
258037,Oh My Ghost 3,Comedy,2012
174139,"Annual Baby Parade, 1904, Asbury Park, N.J.",(no genres listed),1904
244676,The Party Is Over,Drama,2018
253488,Game of Four,Comedy,2007
175679,My Sister's Quinceanera,Drama,2013
2050,Herbie Goes Bananas,Adventure|Children|Comedy,1980
171507,Unspeakable Horrors: The Plan 9 Conspiracy,Comedy|Documentary,NA
4059,"Amati Girls, The",Drama,2000
157561,Thani Oruvan,Action|Thriller,2015
221232,The Grizzlies,Drama,2020
148095,Premam,Comedy|Romance,2015
189109,Pandas,Documentary,2018
3481,High Fidelity,Comedy|Drama|Romance,2000
187527,All the President's Men Revisited,Documentary,2013
141882,A Bunny's Tale,(no genres listed),1985
159592,The Labyrinth of Love,Drama,1993
268556,Time for Them to Come Home for Christmas,Comedy|Romance,2021
125373,Love on the Side,Comedy|Romance,2004
85894,Johnny in the Clouds,Drama|Romance|War,1945
127080,The Diary of Preston Plummer,Drama|Romance,2012
280934,By Candlelight,Comedy|Romance,1933
203278,Plus One,Comedy|Romance,2019
131904,Surf II,Comedy,1984
218817,A Soldier's Love Story,Romance,2010
108536,Medora,Documentary,2013
185205,Free to Be… You and Me,Animation|Children,1974
230119,Cranston Academy: Monster Zone,Animation,2020
255281,Pororoca,Drama,2018
2512,"Ballad of Narayama, The (Narayama bushiko)",Drama,1983
186889,The Nouba of the Women of Mount Chenoa,Drama,1978
201436,What We Left Behind: Looking Back at Star Trek: Deep Space Nine,Documentary,2018
153314,The Roe's Room,(no genres listed),1997
131062,20 Years After,Drama|Fantasy|Sci-Fi,2008
191381,The Sand Storm,Drama|Sci-Fi,2014
135919,Bhoothnath Returns,Comedy|Drama|Fantasy|Horror,2014
138184,Treehouse,Horror|Mystery|Thriller,2014
3899,Circus,Crime|Drama|Thriller,2000
121491,Off Beat,Drama|Romance,2004
226672,Archenemy,Action|Adventure,2020
174877,Color of the Ocean,Drama,2012
157735,Fury at Gunsight Pass,(no genres listed),1956
260385,Chompy & The Girls,Comedy|Horror,2021
214560,The Immortal,Action|Crime,2019
144210,Just Eat It: A Food Waste Story,Documentary,2014
264964,Dreyfus Court Martial - Arrest Of Dreyfus,(no genres listed),1899
6523,Mr. Baseball,Comedy|Romance,1992
250920,Going to America,Comedy|Drama,2015
184349,Elsa & Fred,Comedy|Drama|Romance,2005
86233,New Kids Turbo,Action|Comedy,2010
283495,Beck 11 - The Cartel,Crime|Drama|Mystery|Thriller,2001
286625,The All-Around Reduced Personality: Outtakes,Documentary|Drama,1978
202021,Hell's Half Acre,Drama|Mystery|Thriller,1954
123735,Vito,Documentary,2011
256297,This Little Love of Mine,Comedy|Romance,2021
202359,Homecoming: A Film by Beyoncé,Documentary,2019
163334,Star Spangled Rhythm,Comedy,1942
282575,Jaya Jaya Jaya Jaya Hey,Children|Comedy|Drama,2022
106686,José and Pilar (José e Pilar),Documentary,2010
5982,Esther Kahn,Drama,2000
190165,Severus Snape and the Marauders,Adventure|Drama|Fantasy|Mystery,2016
90106,Pigskin Parade,Musical,1936
186163,The Adventures of Jinbao,Animation,2012
188389,Aditya 369,Sci-Fi,1991
215889,Mr. Local,Action|Comedy|Romance,2019
118466,"Kingdom of Dreams and Madness, The",Animation|Documentary,2013
204704,Ready or Not,Comedy|Horror|Thriller,2019
161422,Alias John Preston,Horror|Mystery,1955
5370,Big Bad Mama II,Action|Comedy,1987
254480,Journey to the Center of the Earth,Action|Adventure|Children|Sci-Fi,2008
146850,Desire,Drama,1946
104721,"Motivation, The",Documentary,2013
69493,Tu£sday,Action|Crime|Mystery|Thriller,2008
197721,Orange Mittai,Comedy|Drama,2015
27889,Hell's Gate 11:11,Horror|Thriller,2004
217218,The Source of Shadows,Horror,2020
215877,Guimba the Tyrant,Comedy|Drama,1996
39414,Shopgirl,Comedy|Drama|Romance,2005
172091,8 New Dates,Comedy|Romance,2015
216921,Das Wunder von Wörgl,Documentary|Drama,2018
291200,The Wedding Veil Unveiled,Comedy|Romance,2022
241450,"Gon, The Little Fox",Animation,2019
255493,Earth,Documentary,2019
288201,The First Day of my Life,Drama,2023
150479,The Battle of Sutjeska,War,1973
281032,More Than Ever,Drama,2022
126963,The Private Life of a Cat,(no genres listed),1944
216661,Skinheads USA: Soldiers of the Race War,Documentary,1993
154065,Dad's Army,Comedy,2016
3001,"Suburbans, The",Drama,1999
128999,Mafia Killer,Crime|Drama,1973
102171,Late Autumn (Man-choo),Drama|Romance,2010
94312,"Catechism Cataclysm, The",Comedy,2011
269266,Fishing Boats,Documentary,1958
200788,Αιγαίο SOS,Action|Comedy,2018
90011,Wrestling (Bræðrabylta),Drama|Romance,2007
150710,The Execution of Raymond Graham,(no genres listed),1985
214810,Barbie: Star Light Adventure,Animation|Children,2016
264412,The Perfect Vagina,Documentary,2008
41569,King Kong,Action|Adventure|Drama|Fantasy|Thriller,2005
125623,That Night's Wife,Drama,1930
114617,Murph: The Protector,Documentary|War,2013
175837,Tragedy in a Temporary Town,Drama,1956
3741,Badlands,Crime|Drama|Thriller,1973
258551,The 21st Century Race For Space,Documentary,2017
241366,Moses the Lawgiver,(no genres listed),1974
141440,Flowers,Drama,2014
194108,Replay,Drama|Romance,2001
178417,A Lustful Man,Comedy|Drama,1961
37949,Kwik Stop,Comedy|Drama|Romance,2001
250168,Little Rural Riding Hood,Animation|Comedy,1949
175687,Blood Hunters,Horror|Thriller,2016
116734,7eventy 5ive,Horror|Thriller,2007
1604,Money Talks,Action|Comedy,1997
79617,She-Wolf of London,Action|Drama|Horror|Mystery,1946
180677,Child of Satan,Action|Drama|Horror|Mystery|Thriller,2016
5112,Last Orders,Drama,2001
66344,"Last Movie, The",Drama,1971
159237,There Should Be Rules,Drama,2015
32381,Bells Are Ringing,Comedy|Musical|Romance,1960
223187,Ben Platt: Live from Radio City Music Hall,Documentary,2020
206945,Boonie Bears: Blast into the Past,(no genres listed),2019
191489,Peppermint,Action|Crime|Thriller,2018
94902,Ten North Frederick,Drama|Romance,1958
236899,The Young Observant,Documentary,2020
121432,The Man Who Shook the Hand of Vicente Fernandez,Comedy|Drama|Western,2012
205058,Everybody in The Place: An Incomplete History of Britain 1984-1992,(no genres listed),2018
162564,Who Killed Aunt Maggie?,Mystery,1940
145875,Bachelor of Hearts,(no genres listed),1958
191947,Let's Go with Pancho Villa,Drama|War,1936
6297,Holes,Adventure|Children|Comedy|Mystery,2003
63119,Filth and Wisdom,Comedy|Drama|Musical|Romance,2008
2525,Alligator,Action|Horror|Sci-Fi,1980
197467,A Connecticut Yankee in King Arthur's Court,(no genres listed),1970
82005,"Extra Man, The",Comedy,2010
225097,Sleepy Hollow High,Horror,2000
60124,Turn the River,Drama,2007
282695,There's Something Wrong with the Children,Horror,2023
174149,The Enchanted Sedan Chair,(no genres listed),1905
177257,Poison for the Fairies,Drama|Fantasy|Horror|Thriller,1984
197145,The Lost Strait,War,2018
115678,"Like Sunday, Like Rain",Drama|Romance,2014
182813,Saving Capitalism,Documentary,2017
145823,Land of Death,Action|Horror|Thriller,2004
187993,The Old New Year,Comedy,1981
149681,Horror High,Horror|Sci-Fi,1974
223123,Just Retired,Comedy,2019
258915,Happier Than Ever: A Love Letter to Los Angeles,Animation|Documentary,2021
205843,The Call of the Wild,Documentary,2007
223996,Fatima,Children|Drama,2020
6504,Gasoline (Benzina),Crime,2001
149154,Uuno Turhapuro – This Is My Life,Comedy,2004
174689,My Friends Need Killing,Crime|Drama|Horror,1976
36392,Supercross,Action,2005
131646,Casomai,Comedy|Romance,2002
161322,The Sporting Club,Comedy,1971
151121,The Big Cage,(no genres listed),1933
7074,"Navigator, The",Comedy,1924
251676,"Fast Freddie, the Widow and Me",(no genres listed),2011
91591,Macon County Line,Action|Drama,1974
214550,David Lynch Cooks Quinoa,Documentary,2007
170749,The Wild Women of Wongo,Adventure|Comedy|Fantasy,1958
208791,Last Screening,Drama|Horror,2011
115176,Toute la mémoire du monde,Documentary,1956
