tag,avg_rating,num_ratings
Casey Affleck,3.911111111111111,90
Kubrick,3.9107142857142856,28
provocative,3.9107142857142856,84
crazy,3.91044776119403,134
Easter Egg,3.91025641025641,39
Tim Burton,3.909896602658789,677
Hilary Swank,3.9097222222222223,72
documentary,3.909670920080591,1489
erotic,3.909368635437882,491
love story,3.9092702169625246,1014
Racist cops,3.909090909090909,22
Sean Penn,3.909090909090909,176
spaghetti western,3.9082397003745317,267
prodigy,3.9081632653061225,49
subversive,3.9081632653061225,49
drama,3.9080830760595004,3563
Jean-Luc Godard,3.9078947368421053,38
Linda Hamilton,3.9078947368421053,38
alone,3.9078947368421053,38
dystopic future,3.907815631262525,499
Realistic fighting,3.9074074074074074,27
midlife crisis,3.9073275862068964,232
C.S. Lewis,3.9069767441860463,43
open ending,3.9065656565656566,198
plot twists,3.9065420560747666,214
painful to watch,3.90625,64
politics,3.905972797161443,1691
innocence,3.9058823529411764,85
awkward situations,3.9054054054054053,37
trilogy,3.9054054054054053,111
CIA Agent,3.9047619047619047,21
Giallo,3.9047619047619047,42
Kathryn Bigelow,3.9047619047619047,21
celtic music,3.9047619047619047,21
dark side of India,3.9047619047619047,21
music culture,3.9047619047619047,21
seen 2021 with family,3.9047619047619047,21
solidarity,3.9047619047619047,42
different,3.9038461538461537,52
disability,3.9038461538461537,364
mystical,3.9038461538461537,26
consumerism,3.9035714285714285,140
Love ,3.903361344537815,119
family bonds,3.903225806451613,186
masculinity,3.9029850746268657,67
Revenge,3.9027777777777777,216
AFI 100 (Laughs),3.902173913043478,92
female protag,3.902173913043478,92
Carey Mulligan,3.902061855670103,97
love affair,3.9017857142857144,56
eastern europe,3.901639344262295,61
tom holland,3.901315789473684,76
friendship,3.9011958146487293,3345
technology,3.9011099899091826,991
journalism,3.900900900900901,666
Japan,3.9007666098807494,1174
Clark Gable,3.9,25
David O. Russell,3.9,35
Espionage,3.9,20
Richard Burton,3.9,30
Woody Allen,3.9,350
classic comedy,3.9,40
filth,3.9,20
mentor,3.9,275
mistery,3.9,25
mother-daughter relationship,3.9,55
screenwriter,3.9,25
spirituality,3.9,65
spy team,3.9,20
big brother,3.8984375,64
based on real events,3.8983050847457625,59
Marion Cotillard,3.8981481481481484,108
segregation,3.8981481481481484,108
Clive Owen,3.8980891719745223,157
virtual reality,3.8980815347721824,834
Tim Roth,3.8979591836734695,98
Complicated,3.8974358974358974,39
Oscar Winner: Best Picture,3.8974358974358974,156
Witty,3.8974358974358974,39
argentina,3.8974358974358974,39
tolerance,3.8974358974358974,39
urbane,3.8974358974358974,39
Japanese culture,3.8972602739726026,73
nihilism,3.897222222222222,180
easy to watch,3.8970588235294117,34
good action,3.8968253968253967,63
secrets,3.896484375,256
awkward romance,3.8962264150943398,53
Charles Laughton,3.8958333333333335,24
Michael Shannon,3.8958333333333335,48
Nick Fury,3.8958333333333335,24
business is the antagonist,3.8958333333333335,24
plausible,3.8958333333333335,24
political commentary,3.89527027027027,148
injustice,3.8950617283950617,81
USA,3.8947368421052633,190
class issues,3.893939393939394,33
whodunnit,3.893939393939394,165
Germany,3.8934426229508197,244
AFI 100 (Movie Quotes),3.892857142857143,98
Art,3.892857142857143,28
Lea Thompson,3.892857142857143,28
Michelle Yeoh,3.892857142857143,28
brain,3.892857142857143,56
heaven and hell,3.892857142857143,70
movielens top pick,3.892857142857143,28
spy gadgets,3.892857142857143,28
Audrey Hepburn,3.8925619834710745,121
oscar (best cinematography),3.892405063291139,79
war,3.8923878568192114,2207
Robert Duvall,3.8923076923076922,65
insane,3.892156862745098,51
heavy,3.891891891891892,37
12 years in the making,3.891304347826087,23
High school,3.891304347826087,23
Martin Sheen,3.891304347826087,46
battle royale,3.891304347826087,23
makeup effects,3.891304347826087,23
shocking,3.890909090909091,110
Gene Kelly,3.890625,32
Scarlet Witch,3.890625,32
breaking bad,3.890625,32
Stephen King,3.8905109489051095,685
romance,3.890276910264418,4803
honesty,3.8902439024390243,41
moody,3.8897637795275593,127
Cary Grant,3.888888888888889,153
boston,3.888888888888889,36
spock,3.888888888888889,27
good vs evil,3.888392857142857,224
action comedy,3.8882978723404253,94
ambition,3.887596899224806,129
Sports,3.8870967741935485,31
biblical,3.8870967741935485,62
neon,3.8870967741935485,31
heroin,3.886904761904762,168
classical,3.8867924528301887,53
time,3.8867924528301887,212
John Carpenter,3.886740331491713,181
biographical,3.8864306784660765,339
Claustrophobic,3.8863636363636362,22
Rami Malek,3.8863636363636362,44
UK,3.8863636363636362,22
scientific discovery,3.8863636363636362,22
stupid criminals,3.8863636363636362,22
trini-manu,3.8863636363636362,22
retro,3.8859649122807016,114
distrust,3.8857142857142857,35
Criterion,3.8854024556616644,733
space opera,3.884861407249467,469
Brit Marling,3.8846153846153846,26
bitter,3.8846153846153846,26
commitment,3.8846153846153846,26
corporations,3.8846153846153846,39
space program,3.8843283582089554,134
western,3.8842710997442453,782
In Netflix queue,3.883720930232558,86
revolution,3.883720930232558,430
Tim Curry,3.8835616438356166,73
Alan Arkin,3.8833333333333333,30
Emile Hirsch,3.8833333333333333,30
corporate greed,3.8833333333333333,30
interesting concept,3.8831521739130435,184
courtroom,3.8824228028503565,421
democracy,3.8815789473684212,38
Shakespeare,3.8812260536398466,261
CIA comedy,3.880952380952381,21
Claude Rains,3.880952380952381,21
Daniel Stern,3.880952380952381,21
Nicholas Hoult,3.880952380952381,21
descent into madness,3.880952380952381,21
m night shyamalan,3.880952380952381,21
purpose,3.880952380952381,21
seoul,3.880952380952381,21
strong performance,3.880952380952381,21
Helena Bonham Carter,3.8807106598984773,197
Dramatic,3.88,25
ronin,3.88,25
sequel better than original,3.88,25
communism,3.8796296296296298,162
Sigourney Weaver,3.878892733564014,289
Cute!,3.878787878787879,33
workplace,3.878698224852071,169
depression,3.8786039453717756,659
Kieran Culkin,3.8783783783783785,37
male bonding,3.8780487804878048,41
Guardians of the Galaxy,3.8777777777777778,45
alienation,3.8777777777777778,90
reality,3.8777777777777778,45
4k,3.877551020408163,49
drug abuse,3.877314814814815,216
fairy tale,3.8771186440677967,1062
Greek tragedy,3.875,20
Martial Arts,3.875,32
Oscar (Best Supporting Actress),3.875,108
Vienna,3.875,72
WTF ending,3.875,24
Zach Galifinakis,3.875,20
being a kid again,3.875,32
cosmic,3.875,20
criterion,3.875,24
independent,3.875,28
older woman younger man relationship,3.875,48
spiritualism,3.875,32
tango,3.875,24
tom hiddleston,3.875,32
murder mystery,3.874401913875598,418
poker,3.874285714285714,175
Danny DeVito,3.8739495798319328,119
War,3.873913043478261,230
civil rights,3.8737373737373737,198
misfits,3.8733333333333335,75
Mary Elizabeth Winstead,3.873134328358209,67
wrongful imprisonment,3.873134328358209,67
twists,3.872549019607843,51
Danish,3.872340425531915,47
Mark Ruffalo,3.872047244094488,254
fight scenes,3.8715083798882683,358
Emily Blunt,3.871376811594203,276
strong female lead,3.871044776119403,1675
bullet ballet,3.870967741935484,31
found family,3.870967741935484,31
heroism,3.870805369127517,298
Loki,3.8703703703703702,54
addiction,3.8696629213483145,445
Complex,3.869565217391304,23
James Dean,3.869565217391304,23
Laurence Olivier,3.869565217391304,23
Underdog,3.869565217391304,23
monologue,3.869565217391304,46
quirky subculture,3.869565217391304,23
schizophrenic,3.869565217391304,23
AFI 100,3.869186046511628,172
Gfei own it,3.869047619047619,84
muppets,3.8689320388349513,103
cartel,3.8684210526315788,76
social engineering,3.8684210526315788,38
magic,3.8682116104868913,2136
Rome,3.867965367965368,231
John Cleese,3.8679245283018866,106
one location movie,3.8677685950413223,121
Rooney Mara,3.8676470588235294,34
extremely violent,3.86734693877551,49
action,3.8667822211217038,8077
Nostalgia,3.8666666666666667,30
struggle,3.8666666666666667,30
genetics,3.866421568627451,408
slackers,3.8663793103448274,116
Dennis Hopper,3.8661971830985915,71
famous line,3.8660714285714284,56
Judy Garland,3.8653846153846154,26
Roger Deakins,3.8653846153846154,26
strange,3.865168539325843,267
occult technology,3.864864864864865,37
Steve McQueen,3.864705882352941,85
tragedy,3.8642857142857143,420
ABBA,3.8636363636363638,22
US Navy,3.8636363636363638,22
Wolfgang Petersen,3.8636363636363638,22
nordic,3.8636363636363638,22
Adolf Hitler,3.8627450980392157,102
redemption,3.8621236133122028,631
ambiguous ending,3.8620689655172415,203
gnosticism,3.8620689655172415,29
trench warfare,3.8620689655172415,29
nonlinear timeline,3.861818181818182,275
isolation,3.86171875,640
Cillian Murphy,3.861635220125786,159
weird,3.8614035087719296,1425
slice of life,3.861111111111111,126
Natalie Portman,3.860955056179775,712
Ian McKellen,3.8608247422680413,97
Over the top,3.86046511627907,43
direction,3.86046511627907,43
action packed,3.860240963855422,415
80's classic,3.86,50
David Thewlis,3.86,25
time-lapse,3.86,25
US history,3.8597560975609757,82
Minnie Driver,3.858974358974359,39
Octavia Spencer,3.858974358974359,39
Rosamund Pike,3.858974358974359,117
screwball comedy,3.858974358974359,156
shape shifter,3.858974358974359,78
sexuality,3.8589087809036657,1173
Johnny Depp,3.858301526717557,1048
Robin Williams,3.857702349869452,766
imaginary friend,3.857615894039735,151
biography,3.8573420074349443,1076
art,3.8573333333333335,375
Awkwafina,3.857142857142857,21
Cuba Gooding Jr.,3.857142857142857,35
David Cronenberg,3.857142857142857,140
Ingrid Bergman,3.857142857142857,91
Jemaine Clement,3.857142857142857,21
Marisa Tomei,3.857142857142857,63
Oscar Nominee: Editing,3.857142857142857,35
adrenaline,3.857142857142857,56
chemistry,3.857142857142857,35
earnest,3.857142857142857,84
friends who live together,3.857142857142857,28
overdose,3.857142857142857,21
servants,3.857142857142857,28
scifi,3.8562091503267975,306
claymation,3.856164383561644,292
whistleblower,3.8559322033898304,59
Viola Davis,3.8555555555555556,45
censorship,3.85546875,128
AFI 100 (Thrills),3.8552631578947367,114
Kim Basinger,3.8552631578947367,38
Whoopi Goldberg,3.8552631578947367,76
Keira Knightley,3.8551724137931034,435
wilderness,3.855128205128205,390
Catherine Keener,3.8548387096774195,31
Colin Firth,3.8548387096774195,217
Documentary,3.85472972972973,148
Thriller ,3.854651162790698,860
Rupert Grint,3.8545454545454545,55
tearjerking,3.8545454545454545,55
medieval,3.8544973544973544,378
corruption,3.8544891640866874,1292
sad,3.8544303797468356,790
choir,3.8541666666666665,72
one room,3.8541666666666665,24
Great action,3.8529411764705883,34
Survival,3.8529411764705883,85
subculture,3.8529411764705883,34
china,3.8525641025641026,78
amateur detective,3.8524590163934427,61
Heist,3.8518518518518516,81
J. K. Rowling,3.8518518518518516,27
afterlife,3.851449275362319,276
grindhouse,3.8513513513513513,74
choreography,3.850515463917526,97
lyrical,3.8502824858757063,177
Oscar (Best Sound),3.85,70
Oscar Nominee: Original Screenplay,3.85,20
ambiguous,3.85,100
best friends,3.85,40
cooperation,3.85,20
obsessive compulsive disorder,3.85,60
post WWII,3.85,20
risk,3.85,20
rome,3.85,20
sociopath,3.85,260
Jeff Bridges,3.84982332155477,283
Emma Thompson,3.8496240601503757,133
Vincent Cassel,3.8492063492063493,63
brazil,3.849056603773585,53
fiction,3.8488372093023258,43
vocalists,3.8488372093023258,43
sci-fi thriller,3.8484848484848486,33
stage magic,3.8484848484848486,99
relationship drama,3.8482142857142856,56
Olivia Thirlby,3.847826086956522,23
Oscar Nominee: Lead Actor,3.847826086956522,23
Watergate,3.847826086956522,23
john cena,3.847826086956522,23
loan shark,3.847826086956522,23
visuall effects,3.847826086956522,23
Jason Schwartzman,3.847457627118644,59
parent-children relationship,3.8472222222222223,36
schizophrenia,3.8469055374592833,307
hacking,3.846743295019157,261
Catchy Score,3.8461538461538463,26
nocturnal,3.8461538461538463,104
psychiatry,3.8461538461538463,91
George Lucas,3.846007604562738,263
stop-motion,3.8454545454545452,55
stop motion,3.8450226244343892,442
special effects,3.8448795180722892,664
Ben Foster,3.8448275862068964,29
Laura Dern,3.8448275862068964,58
Rachel McAdams,3.8444055944055946,286
Death,3.844155844155844,77
free will,3.844155844155844,77
90s,3.84375,112
Judd Apatow,3.84375,80
boy scouts,3.84375,32
young love,3.84375,64
foreign,3.8434579439252334,428
Michael Douglas,3.8434065934065935,182
journey,3.843283582089552,134
Amy Adams,3.843003412969283,293
DIVX,3.8429203539823007,226
apartheid,3.842857142857143,35
english,3.842857142857143,35
indigenous peoples,3.842857142857143,35
hacker,3.8424657534246576,146
dialogue heavy,3.8421052631578947,38
Juliette Binoche,3.841463414634146,41
live performance,3.841463414634146,41
Erotic Thriller,3.8412698412698414,63
creepy,3.841208365608056,1291
Michael Keaton,3.8411764705882354,170
investigation,3.8410714285714285,840
Francois Truffaut,3.840909090909091,22
Magic realism,3.840909090909091,22
Oscar (Best Makeup),3.840909090909091,22
breaks the fourth wall,3.840909090909091,22
good animation,3.840909090909091,44
mentor/trainer,3.840909090909091,22
peer pressure,3.840909090909091,22
alan rickman,3.839622641509434,53
swedish,3.8394495412844036,109
luxury,3.8392857142857144,28
Oscar Nominee: Cinematography,3.838709677419355,31
creatures,3.838709677419355,31
unnerving,3.838709677419355,31
Faye Dunaway,3.838235294117647,34
costume drama,3.838129496402878,139
Isolation,3.8378378378378377,37
retribution,3.8378378378378377,37
Turkish,3.8372093023255816,43
underdog,3.8368200836820083,239
gangsters,3.8366788321167884,548
Visually appealing,3.8366013071895426,153
teen angst,3.8365384615384617,104
Judaism,3.8359375,64
costumes,3.8359375,128
scary,3.8354700854700856,468
Betamax,3.8353765323992994,571
Denzel Washington,3.835253456221198,434
atheism,3.835,100
racism,3.8335798816568047,1352
Black Comedy,3.8333333333333335,39
Ferrari,3.8333333333333335,27
Gilliam,3.8333333333333335,21
Kevin Kline,3.8333333333333335,42
Michael Cera,3.8333333333333335,213
Stephen Fry,3.8333333333333335,30
addict,3.8333333333333335,33
author:J. K. Rowling,3.8333333333333335,33
autobiographical,3.8333333333333335,39
courage,3.8333333333333335,228
hibernation,3.8333333333333335,33
joy,3.8333333333333335,24
older brother,3.8333333333333335,27
paranormal investigation,3.8333333333333335,24
Musical,3.8325358851674642,209
folk horror,3.8324468085106385,188
based on a book,3.8310444524756053,5534
Roald Dahl,3.8308823529411766,68
borderline personality disorder,3.8297872340425534,47
Broadway,3.8293650793650795,126
Philosophical,3.8292682926829267,41
Thor,3.8292682926829267,123
musicians,3.828828828828829,333
vengeance,3.828813559322034,295
Vera Farmiga,3.828767123287671,73
vikings,3.8287037037037037,108
Antichrist,3.8285714285714287,35
adult animation,3.8285714285714287,70
sound effects,3.8285714285714287,35
mental health,3.828358208955224,134
Mental Institution,3.828125,32
folklore,3.8277027027027026,148
Donald Glover,3.8275862068965516,29
Michael Palin,3.8275862068965516,29
jennifer aniston,3.8275862068965516,29
makeover,3.8275862068965516,29
transhumanist,3.8275862068965516,29
mysterious,3.827338129496403,139
Alzheimer's disease,3.826923076923077,52
blues,3.826923076923077,26
dustin hoffman,3.826923076923077,26
great animation,3.826923076923077,52
Meryl Streep,3.8265993265993266,297
Strong Women,3.826388888888889,72
law,3.8263157894736843,95
comedians,3.8260869565217392,23
conformity,3.8260869565217392,23
midgets,3.8260869565217392,23
searching,3.8260869565217392,23
seen at the cinema,3.8254310344827585,232
Maggie Smith,3.8253968253968256,63
Indian,3.825,20
southern,3.825,20
u.s. military,3.825,20
Buster Keaton,3.823943661971831,71
Steve Coogan,3.823529411764706,34
language barrier,3.823529411764706,34
mining,3.823529411764706,51
tech noir,3.8230769230769233,65
Anthony Perkins,3.8225806451612905,31
Nick Nolte,3.8225806451612905,31
William Powell,3.8225806451612905,31
English,3.8214285714285716,28
interesting premise,3.8214285714285716,126
nano-technology,3.8214285714285716,42
will smith,3.8214285714285716,28
graphic design,3.8208955223880596,67
violent,3.820817843866171,1345
tokyo,3.8207547169811322,53
gothic,3.820577164366374,797
obsession,3.8202416918429005,662
Robert Downey Jr.,3.8201388888888888,720
Judi Dench,3.82,100
Truman Capote,3.82,25
Anti-Hero,3.819672131147541,61
Vietnam,3.8195266272189348,169
cathartic,3.8191489361702127,47
repression,3.8189655172413794,58
Revenge ,3.8184931506849313,292
Alex Garland,3.8181818181818183,22
Kumail Nanjiani,3.8181818181818183,22
WITCHCRAFT,3.8181818181818183,22
comedic horror,3.8181818181818183,44
country life,3.8181818181818183,44
Tom Hiddleston,3.8177966101694913,118
angels,3.8173076923076925,52
Christian Slater,3.816901408450704,71
stylistic,3.816901408450704,71
SF,3.816666666666667,30
bad parents,3.816666666666667,30
dysfunctional family,3.816521739130435,575
hippies,3.8164556962025316,79
geeks,3.8160377358490565,106
Gulf War,3.8157894736842106,38
Tilda Swinton,3.8157894736842106,190
adult humor,3.8157894736842106,76
boot camp,3.8157894736842106,38
passion,3.8157894736842106,76
racial segregation,3.8152173913043477,46
Comedy,3.8151465798045603,614
Scarlett Johansson,3.8149068322981368,805
60s setting,3.814814814814815,27
Andie MacDowell,3.814814814814815,27
Zendaya,3.814814814814815,27
world politics,3.814814814814815,27
Aliens ,3.8142857142857145,105
robots,3.8139870223503967,1387
Karl Urban,3.813953488372093,43
drugs,3.8139188686267214,2687
space western,3.8138297872340425,94
Jonah Hill,3.8134920634920637,252
James McAvoy,3.8131868131868134,182
80s,3.8125,312
Coming Of Age,3.8125,24
Edgar Award (Best Motion Picture),3.8125,32
Haley Joel Osment,3.8125,24
The Bad Guy Wins,3.8125,24
metaphor,3.8125,48
national film registry,3.8125,64
nyc,3.8125,32
stopping time,3.8125,24
Halloween,3.811688311688312,77
Action,3.81136638452237,827
landscape,3.811320754716981,53
nerds,3.811111111111111,180
Myth,3.8109756097560976,82
Orlando Bloom,3.8108974358974357,156
Keanu Reeves,3.8108728943338437,653
David Mamet,3.810810810810811,37
hiding place,3.810344827586207,29
minions,3.810344827586207,58
better than expected,3.8102766798418974,253
brutal,3.810200668896321,598
comics,3.8098591549295775,71
anthropomorphic animal,3.8095238095238093,21
bears,3.8095238095238093,42
breaking glass,3.8095238095238093,21
Batman,3.80938123752495,501
Willem Dafoe,3.809116809116809,351
chemistry between actors,3.809090909090909,55
star wars,3.808988764044944,89
Diane Kruger,3.8088235294117645,68
The Beatles,3.8088235294117645,34
misfit,3.8088235294117645,34
Jeff Goldblum,3.8086124401913874,209
road trip,3.807868252516011,1093
Lupita Nyong'o,3.8076923076923075,52
Story ,3.8076923076923075,26
Thora Birch,3.8076923076923075,26
hopeful,3.8076923076923075,26
new society,3.8076923076923075,39
spelling bee,3.8076923076923075,26
voice acting,3.8076923076923075,39
Dark Comedy,3.8066666666666666,75
Carl Weathers,3.806451612903226,31
ego,3.806451612903226,31
puzzle solving,3.806451612903226,62
Peter Pan,3.806122448979592,49
allegory,3.8055555555555554,180
adapted from:book,3.805186170212766,752
Billy Crystal,3.805084745762712,59
Adrien Brody,3.8050314465408803,159
rags to riches,3.805,100
Civil War,3.8045977011494254,87
Future dystopia,3.8045977011494254,87
Romance,3.8045454545454547,660
communists,3.8043478260869565,23
race issues,3.8041666666666667,120
rotoscoping,3.803921568627451,51
Bill Hader,3.8035714285714284,84
writing,3.8035714285714284,252
Black,3.803030303030303,33
motivational,3.803030303030303,33
author:Philip K. Dick,3.802325581395349,43
World War I,3.802197802197802,182
negotiation,3.8020833333333335,48
origin story,3.8020833333333335,96
Rick Moranis,3.80188679245283,53
Uma Thurman,3.801749271137026,343
minimal cast,3.801470588235294,68
prison break,3.8011363636363638,88
Matthew Broderick,3.8008130081300813,123
Christina Ricci,3.800751879699248,133
mockumentary,3.800735294117647,680
Anton Yelchin,3.8,65
Dublin,3.8,25
Michelle Monaghan,3.8,45
Navy SEALs,3.8,20
Rock Opera,3.8,20
Seen 2023 with family,3.8,25
Selma Blair,3.8,20
coincidences,3.8,50
cyberterrorism,3.8,25
mental hospital,3.8,185
military court,3.8,20
punks,3.8,25
women's rights,3.8,40
Andrew Garfield,3.7992125984251968,127
Josh Brolin,3.798780487804878,82
unlikely friendship,3.798780487804878,82
Max von Sydow,3.798076923076923,52
Hugh Jackman,3.797530864197531,405
Chinese culture,3.7974683544303796,79
FIRST LOVE,3.796875,32
heist,3.7968185104844543,1383
cia,3.7965686274509802,408
animation,3.7965059851180847,3091
Jon Hamm,3.7962962962962963,27
explicit sex,3.7962962962962963,27
James Earl Jones,3.795918367346939,49
Chris Pine,3.795774647887324,71
espionage,3.795691906005222,1532
G,3.7954545454545454,22
cloning,3.795045045045045,222
banned movie,3.7948717948717947,39
Iceland,3.7944444444444443,90
loss,3.7944444444444443,180
Guillermo del Toro,3.794230769230769,260
Latin America,3.7941176470588234,102
chocolate,3.7941176470588234,68
memories,3.7941176470588234,85
tanks,3.7941176470588234,34
Dakota Fanning,3.7936507936507935,63
Ed Harris,3.793269230769231,104
Robert Rodriguez,3.793233082706767,133
Sean Connery,3.7931472081218276,394
discovery,3.793103448275862,29
popularity,3.792682926829268,41
Oliver Stone,3.792207792207792,77
lone hero,3.7920353982300883,113
moral dilemma,3.7919254658385095,161
Emma Roberts,3.7916666666666665,48
Groundhog Day,3.7916666666666665,72
author:J. R. R. Tolkein,3.7916666666666665,60
biblical references,3.7916666666666665,24
conflict,3.7916666666666665,24
missing children,3.7916666666666665,24
social network,3.7916666666666665,36
Jennifer Lawrence,3.791563275434243,403
Anne Hathaway,3.791304347826087,345
Michelle Williams,3.7911392405063293,79
video games,3.7911051212938007,371
lawyers,3.7908366533864544,251
middle school,3.7906976744186047,43
Dan Aykroyd,3.789719626168224,107
abandonment,3.789473684210526,38
political satire,3.7890625,128
cliffhanger,3.7888888888888888,90
Paris,3.7887228260869565,736
Seen 2022 with family,3.7884615384615383,52
author:Alan Moore,3.7884615384615383,26
generation X,3.7884615384615383,26
Andy Samberg,3.787878787878788,66
Foreign,3.787878787878788,33
Screenplay,3.787878787878788,33
success,3.787878787878788,33
spanish language,3.7875,40
fate,3.787313432835821,134
Abigail Breslin,3.7872340425531914,47
Tom Waits,3.7872340425531914,47
Berlin,3.786697247706422,218
insanity,3.7866004962779156,806
poetry,3.786363636363636,220
Gene Hackman,3.786206896551724,145
American history,3.7857142857142856,49
Billy Connolly,3.7857142857142856,21
Tom Felton,3.7857142857142856,21
Zach Braff,3.7857142857142856,49
busy plot,3.7857142857142856,21
dry humor,3.7857142857142856,49
health care,3.7857142857142856,21
improvised,3.7857142857142856,21
killer-as-protagonist,3.7857142857142856,28
ominous,3.7857142857142856,252
political thriller,3.7857142857142856,35
sapphic,3.7857142857142856,21
school life,3.7857142857142856,77
serious,3.7857142857142856,21
father-son relationship,3.785456187895212,1107
George Clooney,3.7846283783783785,592
Charlie Chaplin,3.7844827586206895,116
Ezra Miller,3.784313725490196,51
older man younger woman relationship,3.784313725490196,51
Leonard Nimoy,3.7837837837837838,74
Pop culture,3.7837837837837838,37
black market,3.7837837837837838,37
posession,3.7837837837837838,37
anarchy,3.783333333333333,90
military officer,3.783333333333333,30
international,3.7830188679245285,53
Dario Argento,3.782608695652174,46
Victor Hugo,3.782608695652174,23
new zealand,3.782608695652174,23
Louis C.K.,3.782051282051282,39
series,3.782051282051282,39
Sexual Humor,3.78125,48
TRAPPED OR CONFINED,3.78125,48
conspiracy,3.781202435312024,1314
cyborgs,3.7807377049180326,244
neurosis,3.780701754385965,57
May-December romance,3.7804878048780486,41
color,3.7804878048780486,41
sexual awakening,3.7804878048780486,41
fascism,3.7804232804232805,189
Naomi Watts,3.78,150
added,3.78,25
childhood classics,3.78,50
police brutality,3.7799043062200957,209
Stanley Tucci,3.7797619047619047,84
Western,3.779220779220779,154
Jude Law,3.779166666666667,360
sixties,3.7790697674418605,43
Adam Driver,3.7789115646258504,147
comedian,3.7788461538461537,52
Colin Farrell,3.7788018433179724,217
John Goodman,3.77807486631016,187
Alan Moore,3.7777777777777777,27
Jared Leto,3.7777777777777777,207
luck,3.7777777777777777,27
poverty,3.7777777777777777,477
prison,3.7776104417670684,996
strong female character,3.7776073619631902,326
costume design,3.776595744680851,47
Tommy Lee Jones,3.7764227642276422,246
first love,3.7764227642276422,123
female lead without romantic focus,3.776315789473684,38
prohibition,3.776315789473684,38
Steven Soderbergh,3.7761194029850746,67
road movie,3.7760416666666665,384
Catherine Deneuve,3.7758620689655173,29
Irish,3.7758620689655173,145
comic books,3.7755102040816326,49
eugenics,3.7755102040816326,49
sword fight,3.775213675213675,585
Animation ,3.7750865051903113,289
Amoral,3.775,40
Dirty Harry,3.775,20
Jamie Lee Curtis,3.775,140
Lucas,3.775,20
Prison,3.775,20
Rebecca Ferguson,3.775,20
blood splatters,3.775,20
great stunts,3.775,20
salvation,3.775,20
synthpop,3.775,20
Father-Son Relationship,3.774193548387097,31
Spike Lee,3.774193548387097,31
Bob Hoskins,3.772727272727273,33
British comedy,3.772727272727273,22
Low budget ,3.772727272727273,22
Stargate,3.772727272727273,22
bad ass female lead,3.772727272727273,44
fast motion scene,3.772727272727273,33
foster care,3.772727272727273,33
london,3.772727272727273,66
military industrial complex,3.772727272727273,22
nursing home,3.772727272727273,22
reconciliation,3.772727272727273,44
sean penn,3.772727272727273,22
sequels filmed simultaneously,3.772727272727273,22
CIA,3.772300469483568,213
Tom Cruise,3.772082878953108,917
Post apocalyptic,3.7719008264462808,605
Riddick,3.7717391304347827,46
classic horror,3.7714285714285714,35
quest,3.7711864406779663,177
Religion ,3.7708333333333335,24
getaway,3.7708333333333335,24
good for kids,3.7708333333333335,24
mountaineering,3.7708333333333335,24
environment,3.7705882352941176,85
William H. Macy,3.77,50
war movie,3.7698412698412698,126
depressing,3.76963812886143,1133
duty,3.769230769230769,26
homage,3.769230769230769,78
one location,3.769230769230769,39
stephen king,3.768867924528302,106
Africa,3.768716577540107,374
mars,3.768617021276596,188
Fight Choreography,3.768292682926829,164
police corruption,3.7679425837320575,418
cate blanchett,3.767857142857143,56
american dream,3.7676767676767677,99
Star Wars,3.7672301690507153,769
south korea,3.766990291262136,103
multiple roles,3.7666666666666666,150
Daniel Radcliffe,3.7660818713450293,171
school drama,3.7660550458715596,109
parody,3.765925480769231,1664
educational,3.765625,32
Watched,3.7653061224489797,147
sin,3.764705882352941,34
japan,3.7643312101910826,157
survival,3.7641138929798723,2037
immigrants,3.763959390862944,197
bookshop,3.763888888888889,36
Cate Blanchett,3.763374485596708,243
Victorian era,3.763157894736842,57
graphic novel,3.763157894736842,38
England,3.7631278538812785,876
austere,3.7628205128205128,78
screwball,3.7628205128205128,78
3D effects,3.7625,40
commune,3.7625,40
smuggling,3.7625,120
wry,3.762135922330097,103
Drugs,3.761904761904762,42
believe in yourself,3.761904761904762,21
clever dialogue,3.761904761904762,21
world war ii,3.761904761904762,63
Kristen Wiig,3.7616822429906542,107
100 Essential Female Performances,3.7613636363636362,44
characters,3.7612994350282487,354
middle east,3.7611940298507465,67
coming out,3.761146496815287,157
Jim carrey,3.760869565217391,46
geisha,3.760869565217391,23
guerrilla,3.760869565217391,23
head wound,3.760869565217391,23
lifting a female into the air,3.760869565217391,23
Soviet,3.7604166666666665,48
stand-up,3.76027397260274,73
hitman,3.760127931769723,469
Jewish,3.76,50
Hawaii,3.759433962264151,106
nostalgia,3.7594202898550724,345
Vivien Leigh,3.759259259259259,27
neo noir,3.7588235294117647,170
Kurt Russell,3.7587064676616917,201
colours,3.7586206896551726,29
space race,3.7586206896551726,29
Woody Harrelson,3.7581081081081082,370
Madness,3.7580645161290325,31
con man,3.7580645161290325,62
sherlock holmes,3.7580645161290325,31
beauty,3.757575757575758,33
cooking,3.757383966244726,237
drummer,3.7567567567567566,37
trains,3.756554307116105,267
sexual identity,3.7560975609756095,41
Liam Neeson,3.755874673629243,383
Bechdel Test:Pass,3.755844155844156,770
Weird,3.755813953488372,43
pirates,3.7556935817805384,483
sadness,3.7555555555555555,90
remade,3.75531914893617,94
fraud,3.7552447552447554,143
culture clash,3.7540192926045015,311
anya taylor-joy,3.753846153846154,65
Lindsay Lohan,3.7532467532467533,77
